semantic_model,measure_name,score,purpose_ok,logic_ok,deps_ok,context_ok,output_ok,flags
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.opps_under_discount_deal_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.opps_under_discount_deal_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.opps_win_rate_value,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.opps_won_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.opps_won_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.opps_won_new_logo_existing_cust_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.optimal_discount_pct_midpoint,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.optimal_discount_tier_background,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.other_stkhlds_involv_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.other_stkhlds_last_eng,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.other_stkhlds_seniority,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.other_stkhlds_title_dept,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.overperformer_annual_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.owner_full_name,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.peek_inside_text_supports_aab,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.peek_inside_text_supports_aapc,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.peek_inside_text_supports_ramping_time,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.peek_inside_text_supports_trueai_reference_date,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.peer_booking_amt_mtd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.peer_rank_per_user_mtd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.perf_consider_mrasure,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_correlation_metric1_vs_metric2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_name,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_secondary_name,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_sort_select_dynamic_slicer_label,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_avg_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_count_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_max,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_max_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_median,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_median_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_min,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_min_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_avg_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_count_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_max,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_max_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_median,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_median_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_min,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_min_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_std_dev_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_std_deviation,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_sum,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_secondary_sum_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_std_deviation,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_std_deviation_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_sum,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performance_metric_value_sum_peer,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.performer_annual_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_ae_am_average_annual_booking,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_ae_average_annual_booking,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_am_average_annual_booking,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_ci_annual_avg_bookings,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_ci_annual_avg_pipeline_created,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_reps_count_w_ta,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_reps_w_ta,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_reset_new_logo,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_score_getFiscal_text,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pi_sdr_annual_avg_pipeline_created,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.pipeline_amt_sum,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.post_sales_pred_amount_vi_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.prim_stkhlds_dur_involvement,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.prior_year,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_account_penetration_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_all_won_deals,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_avg_expected_win_rate_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_avg_list_price,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_avg_qty,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_avg_sales_cycle,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_avg_time_spent_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_avg_unit_price,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_booking_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_included_won_deals_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_total_list_price,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_total_price,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_total_time_spent_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_unique_accounts,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_unique_deals,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.product_family_win_deals_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket__new_logo_r2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket__prospecting_r2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_combined_auc,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_combined_r2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_conditional_auc,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_conditional_background_color,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_conditional_r2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_existing_customer_selling_auc,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_existing_customer_selling_r2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_min_max,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_new_logo_auc,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_post_sales_auc,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_post_sales_r2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_prob_lower_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_prob_upper_pct,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_bucket_prospecting_auc,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_buckets_bucket_name,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.quality_buckets_step_name,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.ramping_reps_details_title,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rank_reps_by_selected_sorting,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.record_counts,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.relative_day,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.relative_month,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.relative_qtr,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.relative_week,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.relative_year,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_booking_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_call_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_current_month_existing_customer_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_current_month_internal_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_current_month_new_logo_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_current_month_post_sales_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_current_month_prospecting_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_email_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_eng_time_spent,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_generated_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_last_quarter_perf,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_lost_opps_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_meeting_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_opps_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_last_month_existing_cutomer_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_last_month_internal_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_last_month_new_logo_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_last_month_post_sales_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_last_month_prospecting_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_month_existing_customer_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_month_internel_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_month_new_logo_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_month_post_sales_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prev_month_prospecting_purpose_dur,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prior_3months_existing_customer_time,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prior_3months_internal_time,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prior_3months_new_logo_time,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prior_3months_post_sales_time,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_prior_3months_prospecting_time,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_rep_group,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_rep_manager_name,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_rep_name,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_rep_role,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_rep_title,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_social_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_time_spent,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_touched_accts_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_booking_amt_peers_rank_mtd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_booking_amt_peers_rank_qtd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_booking_amt_peers_rank_ytd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_combined_success_prob,4,1,0,1,1,1,logic_generic
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_combined_success_prob_w_peers,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_pi_timelineness_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_pipeline_amt_peers_rank_mtd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_pipeline_amt_peers_rank_qtd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_user_pipeline_amt_peers_rank_ytd,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_week_of,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_won_opps_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_details_won_opps_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_min_generated_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_min_won_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_max,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_1,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_1_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_1_max,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_1_min,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_1_value,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_2,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_2_avg,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_2_max,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_2_min,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_2_value,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_metric_name,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_overview_min,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_w_max_existing_customer_selling_booking_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_w_max_new_logo_booking_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_w_max_won_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_w_min_existing_customer_selling_booking_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.rep_w_min_new_logo_booking_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.report_versions_current_ver,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_all_time_allocation_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_adj_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_email_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_meeting_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_nd_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_open_pipeline_success_rate,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_phone_call_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_social_media_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_average_won_deals,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_act_capt_lvl,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_adj_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_eng_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_existing_customer_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_existing_customer_selling_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_generated_leads,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_internal_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_new_logo_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_new_logo_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_post_sales_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_post_sales_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_prospecting_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_avg_prospecting_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_has_ci_act_capt_lvl,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_act_capt_lvl,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_adj_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_adj_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_email_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_eng_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_existing_customer_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_existing_customer_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_generated_leads,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_generated_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_internal_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_meeting_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_nd_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_new_logo_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_new_logo_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_open_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_open_pipeline_success_rate,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_open_pipeline_win_rate,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_phone_call_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_pipeline_amt,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_post_sales_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_post_sales_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_prospecting_act_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_prospecting_adj_dur_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_social_media_count,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_max_won_deals,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_min_act_capt_lvl,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_min_adj_duration_hrs,5,1,1,1,1,1,
Dataset - Azure Data Lake - Sales Performance.SemanticModel,meas.reps_min_adj_pipeline_amt,5,1,1,1,1,1,
