file,model,table,column,description,dataType,formatString,lineageTag,sourceColumn
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_doc_id,System: Unique record identifier,string,,4f24dcf3-b43c-4a7b-9792-977d0ec83faa,_sys_doc_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_filt_end_date,"System: The end date of the record, stripped of time",dateTime,Short Date,3b6a3fcc-d0e6-4e6f-bf50-6112ec139e09,_sys_filt_end_date
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_filt_start_date,"System: The start date of the record, stripped of time",dateTime,Long Date,fda641db-24e1-4298-adcf-324a640e60b7,_sys_filt_start_date
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_post_sales_auc,AUC score of the probability of next opportunity creation,double,,2f3dbfdd-8d5e-4b45-bdaa-4b2b315f2df5,di_pred_post_sales_auc
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_post_sales_qual_bucket_tiers,Tiers for the probability of next opportunity creation prediction buckets,string,,e955eb70-01d7-4ab5-ad69-84d918172b6b,di_pred_post_sales_qual_bucket_tiers
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_post_sales_r2,R2 score of the probability of next opportunity creation,double,,aa9c4daf-fd21-4720-8ee6-c31ed7f634d0,di_pred_post_sales_r2
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_acv_company_size_factors,Company size factors impacting the ACV,string,,534b8281-6411-4f5f-9fdb-b03b352f0839,di_acv_company_size_factors
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_acv_country_factors,Country factors impacting the ACV,string,,f1dc0cf8-2e7e-424e-bfb7-1566d71cec48,di_acv_country_factors
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_acv_industry_factors,Industry factors impacting the ACV,string,,07d9d1fd-5fc9-4a53-8267-122a7a0a905c,di_acv_industry_factors
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,partner_base64_logo,Partner company logo,string,,d231c768-2ec9-423d-b013-22f95dbe0d95,partner_base64_logo
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,partner_co_id,Partner company ID,string,,b47f3b36-df66-4550-9da7-0c64699f4111,partner_co_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,partner_name,Partner company name,string,,097d5520-96f0-4762-846e-c4d171ae7627,partner_name
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,partner_product_name,Partner company product name,string,,ec6e1ab9-7edc-447a-a634-15250560a984,partner_product_name
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_mode,Processing mode,string,,cced723c-343c-4b2c-82fd-95473287c061,processing_mode
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_version,System: The current release version,string,,ca8cc1a7-623d-48ec-aaf7-9f6027c0a021,_sys_version
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_image_size,System: The processing cluster imaging size,string,,23b0b4b2-7651-4c19-afbb-99cbffacdd70,_sys_image_size
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_reference_date,System: The reference date used as benchmark for the calculations,dateTime,Long Date,4132b960-888d-4979-9643-e772fbce6caa,_sys_reference_date
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_scheduled_daily,System: Boolean flag indicating whether the company is scheduled daily,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",ccd6515a-f709-47a7-aa09-b31a16ce6558,_sys_scheduled_daily
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_scheduled_weekly,System: Boolean flag indicating whether the company is scheduled weekly,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",05cf1fae-8ab2-4be5-a11d-de961ae34e5a,_sys_scheduled_weekly
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_as_of,System: The date of the last data request from the platform,dateTime,General Date,e101b13a-5851-4680-887f-519999685f9f,_sys_as_of
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_last_modified_on,System: The date of the last data modification in the platform,dateTime,Long Date,4bb6910b-75e5-4360-b7b4-a6d53bcdeab0,_sys_last_modified_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,_sys_processed_as_of,System: The date of running the export,dateTime,General Date,05448ee8-5e35-4117-a373-b7b570d66eab,_sys_processed_as_of
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_max_last_modified_on_act,Latest system modstamp date on activities,dateTime,General Date,ba8e9d04-949a-442a-9969-5bf56f57b667,processing_max_last_modified_on_act
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_max_last_modified_on_opp_histories,Latest system modstamp date on opp_histories,dateTime,General Date,498473fc-55b9-4473-a6d7-e2071af5441e,processing_max_last_modified_on_opp_histories
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_max_last_modified_on_opps,Latest system modstamp date on opps,dateTime,General Date,406baa54-21e4-4bdf-aed1-c841284ca8ab,processing_max_last_modified_on_opps
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_max_last_modified_on_users,Latest system modstamp date on users,dateTime,General Date,c254a611-2c0f-4f1a-8c59-73c0e6177269,processing_max_last_modified_on_users
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,pbi_workspace_name,Workspace or group name in powerBI,string,,97c191e8-d125-4a97-935b-7c47f73b4254,pbi_workspace_name
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,pbi_workspace_url,Workspace or group url in powerBI,string,,2cd2f238-07c9-4e06-b669-5c2ac4a1a128,pbi_workspace_url
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_existing_customer_selling_auc,AUC score of the probability of existing customer selling win,double,,b6ef02a8-c1b6-4833-9e87-c387c3ab12fd,di_pred_existing_customer_selling_auc
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_existing_customer_selling_r2,R2 score of the probability of existing customer selling win,double,,7e28713f-4123-43fa-87f5-3ab83174bf48,di_pred_existing_customer_selling_r2
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,col.pred_successs_prospecting_score,Value for col pred successs prospecting score.,,,1c3f6254-a9e3-4776-be3c-5b7ab1fa547d,
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,col.pred_successs_new_logo_selling_score,Value for col pred successs new logo selling score.,,,73b17668-ae6a-4c81-b452-962bc5e84cac,
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,col.pred_successs_post_sales_support_score,Value for col pred successs post sales support score.,,,b5125710-56e2-4f55-a507-f56a1f0cada2,
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,col.pred_successs_existing_customer_selling_score,Value for col pred successs existing customer selling score.,,,eb6e0c46-b9c6-406f-8fb0-cc1c964a12c5,
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,col.pred_success_score,Value for col pred success score.,,,430692c5-90b1-42f0-9227-f8ed240c9d30,
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,col.pred_success_score_text,Value for col pred success score text.,,,3e685730-e305-44bc-b90b-18755fbcf640,
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,fiscal_year_offset,Fiscal year offset,int64,0,db504c0c-f02f-4b18-af81-b5bdc96ebe83,fiscal_year_offset
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_success_prob_training_score,Average AUC score of the success probability when training,double,,1c57cbe6-c46d-4c8b-b83b-afb0b0e17a4f,di_success_prob_training_score
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_success_prob_validation_score,Average AUC score of the success probability on the validation set,double,,29fe3730-7f3c-4ab8-986f-ed54f7b2acea,di_success_prob_validation_score
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,status,STATUS,string,,84778e9d-41b2-4ded-b528-f18bbeed4995,status
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,region,region,string,,e4418a67-e330-41fb-ba7a-da8d4a4346f0,region
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,added_on,Added On Date,dateTime,General Date,929209c7-3123-45b1-aa09-515c1611a506,added_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,deactivated_on,deactivated_on,dateTime,General Date,32871e4f-1848-4c34-bd80-94eecb4b147a,deactivated_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,purged_on,purged_on,dateTime,General Date,50981b00-636a-434a-8c09-5e84b239a9e0,purged_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,crm_conn_status,CRM: crm_conn_status,string,,4a0ad115-0be1-474d-b3ac-420410f40430,crm_conn_status
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,job_status,job_status,string,,e6231d27-9387-44f6-85f1-94ac7cb0e0fc,job_status
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,erp_conn_status,erp_conn_status,string,,6f585056-131a-4be8-8196-d8dac6cd4ccf,erp_conn_status
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,co_hq_country,co_hq_country,string,,69b3f30d-4c19-4dba-83e7-b008c1e14cf7,co_hq_country
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,co_type_industry,co_type_industry,string,,6b895e8d-6f32-498f-a6eb-67692b8ea101,co_type_industry
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,co_target_market,co_target_market,string,,1356ff73-7e28-423b-af12-569617d2ecf3,co_target_market
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,co_target_geo,co_target_geo,string,,399d80a7-097c-4407-bf3f-755fb1bd60e1,co_target_geo
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,founded_year,founded_year,int64,0,9a4b13ae-a374-48fb-b718-c59ff3afca7f,founded_year
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,total_employees,total_employees,int64,0,cead299a-587d-4d27-a7a3-ecea98743678,total_employees
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,ref_currency,ref_currency,string,,4711068b-3728-4537-8add-842081baa599,ref_currency
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,ttm_ref_date_revenue,TTM_ref_date_revenue,int64,0,790ddee6-9cd0-4b7c-8da6-b2b332445738,ttm_ref_date_revenue
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,ttm_ref_date_bookings,TTM_ref_date_bookings,int64,0,6ab9e9e9-2ce1-4c10-93b1-39ab652c4b8d,ttm_ref_date_bookings
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,consolidation_status,consolidation_status,string,,74c8e29b-36ee-42b3-97d0-6857c72ce67a,consolidation_status
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,primary_contact,primary_contact,string,,ea447909-52a4-42e2-8078-11dee52fe914,primary_contact
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_hr_file,users_hr_file,int64,0,9f4aec1d-e716-4153-ad0d-85186f0d86f1,users_hr_file
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_match_hr_id,users_match_hr_id,int64,0,c2c872fe-2dc2-476c-aec2-ca49c8a332fe,users_match_hr_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_match_hr_id_nd_role,users_match_hr_id_nd_role,int64,0,4521a7f1-4cc9-434a-9bb8-1abceeac6e46,users_match_hr_id_nd_role
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_non_match_hr_id_won_deals,users_non_match_hr_id_won_deals,int64,0,07d50fe4-a2ec-432e-8881-b95d4cf5062d,users_non_match_hr_id_won_deals
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_non_match_hr_id_pipeline,users_non_match_hr_id_pipeline,int64,0,5d137b18-9ad8-4c2d-abf1-2759d0c0b66c,users_non_match_hr_id_pipeline
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_non_match_hr_id_leads,users_non_match_hr_id_leads,int64,0,55b7c533-3aff-47cb-840e-926123cd6c18,users_non_match_hr_id_leads
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_post_ssr_ml_last_attempt,Last time the post ssr jobstep was attempted,dateTime,General Date,c31b24b6-dd19-4da4-a0ce-3c043f5e27c9,processing_post_ssr_ml_last_attempt
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_post_ssr_ml_last_success,Last time the post ssr jobstep was successful,dateTime,General Date,9531bc3f-8b39-4c51-b091-8ffe4d6a7b32,processing_post_ssr_ml_last_success
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_post_ssr_ml_last_success_time_sec,Time taken for the last time the post ssr jobstep was successful,double,,b865b546-2717-48a6-871f-2c992903c46a,processing_post_ssr_ml_last_success_time_sec
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_pre_ssr_ml_last_attempt,Last time the pre ssr jobstep was attempted,dateTime,General Date,969db1f6-98be-46e9-bb70-87a1bd990781,processing_pre_ssr_ml_last_attempt
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_pre_ssr_ml_last_success,Last time the pre ssr jobstep was successful,dateTime,General Date,738ed8f0-9691-4f85-85d4-c8e2da66a787,processing_pre_ssr_ml_last_success
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,processing_pre_ssr_ml_last_success_time_sec,Time taken for the Last time the pre ssr jobstep was successful,double,,2d4df713-ce89-4598-aaa9-99320ff80b9a,processing_pre_ssr_ml_last_success_time_sec
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_required_leads,Number of docs that require geocoding API requests,int64,0,4f6e58fe-3b96-4a27-8fe1-e90a12330abb,geo_required_leads
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_required_accounts,Number of docs that require geocoding API requests,int64,0,14b77483-2112-4800-83f3-0171eb68ad5a,geo_required_accounts
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_required_contacts,Number of docs that require geocoding API requests,int64,0,35f49453-df78-4ddd-b84c-861a145fd9ce,geo_required_contacts
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_required_users,Number of docs that require geocoding API requests,int64,0,bbf8cebc-7083-45ac-9508-a58faea95706,geo_required_users
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_required_hr_users,Number of docs that require geocoding API requests,int64,0,0247e571-81f2-4872-8332-ffbe40e2d166,geo_required_hr_users
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_api_requests_leads,Number of geocoding API requests sent,int64,0,92d96d7a-3397-44f7-ba82-064730538ef6,geo_api_requests_leads
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_api_requests_accounts,Number of geocoding API requests sent,int64,0,fd983c62-a4db-4ea8-8dc5-5c83e74adf4f,geo_api_requests_accounts
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_api_requests_contacts,Number of geocoding API requests sent,int64,0,56fefb95-9647-4d2b-a01a-4136cff26a3a,geo_api_requests_contacts
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_api_requests_users,Number of geocoding API requests sent,int64,0,f121a335-ea8e-4005-b58f-24553102d90f,geo_api_requests_users
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,geo_api_requests_hr_users,Number of geocoding API requests sent,int64,0,336df830-a691-4b89-a9fd-fdb8912626c5,geo_api_requests_hr_users
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,users_non_match_hr_id_nd_group,users_non_match_hr_id_nd_group,int64,0,26ed0bd7-f107-4cdf-b024-07789d511498,users_non_match_hr_id_nd_group
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,pbi_version,PBI report version,string,,e4b248c6-fcc9-49cd-a5b1-2ac38b078ed7,pbi_version
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,pbi_report_links,PBI report page links,string,,941c200a-8da0-44f0-831f-894a1c6bf3b1,pbi_report_links
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,company_currency_symbol,Company's currency symbol,string,,491165dc-32a5-4131-b4c9-970bc574f66c,company_currency_symbol
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_new_logo_score,Quality score for new logo selling activities,double,,a67eddd4-c5f9-4caf-8d1e-0ebfbc11c7c6,di_pred_new_logo_score
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_post_sales_score,Quality score for post sales support activities,double,,353f0756-c83f-4d28-8cdd-3a07da777771,di_pred_post_sales_score
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,di_pred_prospecting_score,Quality score for prospecting activities,double,,9e6d526f-ddfa-4982-895c-9552d37476dc,di_pred_prospecting_score
