file,model,table,column,description,dataType,formatString,lineageTag,sourceColumn
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,_sys_ssr_id,System: Id of the SSR document the record belongs to,string,,f61a3582-d6c5-4aff-8ab0-d79cbcfcb808,_sys_ssr_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_deep_link,CRM: Link to the account in the remote system (such as Salesforce),string,,6b0ff765-12e8-4ec9-92a8-1d7cda849fdb,crm_deep_link
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_name,CRM: Name of the account,string,,5653bf07-edcc-4c33-a259-e75e02cb07fe,crm_name
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_account_type,CRM: Account's type in the CRM,string,,bd2a1572-bfe3-40ec-87a7-546df341266a,crm_account_type
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_leadsource,CRM: Account's lead source in the CRM,string,,eabe42c4-4ba1-4e3b-b049-5703a26a4f38,crm_leadsource
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_industry,CRM: Account's industry in the CRM,string,,f416a837-623b-4738-8eb2-b3be23cbf182,crm_industry
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_num_employees,CRM: Account's number of employees in the CRM,int64,0,2d1865ff-599c-4c87-9e51-c821a68887a2,crm_num_employees
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_is_master,TrueAI: Boolean flag that indicates whether the account is the master account in its group of duplicates,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",25e98588-65ff-476e-af2f-ddfd0d7e78da,trueai_is_master
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_first_touch,TrueAI: Date when the account was first touched,dateTime,General Date,8f4efb91-dd81-44b8-a5e9-c4f641d2c753,trueai_first_touch
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_last_touch,TrueAI: Date when the account was last touched,dateTime,General Date,a6e3f5be-197a-4366-aee2-7cac1cf4ab6c,trueai_last_touch
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_converted_date,TrueAI: Account's converted date,dateTime,General Date,4a6f27f1-9af4-438b-ad3e-f2e7823b68db,trueai_converted_date
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_last_outcome,TrueAI: Account's last outcome,dateTime,General Date,c9b3e7da-a5c2-43a5-a0ca-e958e207afb4,trueai_last_outcome
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_leadsource,TrueAI: Account's standardized lead source,string,,a71914d7-90ba-4f57-97d8-82581762df82,trueai_leadsource
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_industry,TrueAI: Account's standardized industry,string,,a9dbf3d6-c150-491f-ba9b-53c21529892d,trueai_industry
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_company_size,TrueAI: Account's standardized company size,string,,1a29ec72-c250-4887-a27b-8f1ed0c19ecf,trueai_company_size
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_qual_bucket,TrueAI: Quality bucket based on the probability of conversion,string,,14404f74-c540-4b2c-a116-40d601550b7c,trueai_qual_bucket
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_parent_id,CRM: Account's parent id in the CRM,string,,9b74fa54-8d89-4d2a-a893-04b4fbd5d73c,crm_parent_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_company_size_rule,TrueAI: Account's standardized company size prediction rule,int64,0,589dd272-e5f2-48b6-ab0b-1a24d5251e2a,trueai_company_size_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_industry_rule,TrueAI: Account's standardized industry prediction rule,int64,0,a59811bb-69cd-4619-b452-6dd934339c12,trueai_industry_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_leadsource_rule,TrueAI: Account's standardized lead source prediction rule,int64,0,640b802a-5f21-4ef4-91c7-8e5f4ec2e274,trueai_leadsource_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,_sys_docid,System: Text label for docid.,string,,b237a0b9-0021-47c2-8823-f2dc7b289d64,_sys_docid
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,_sys_filt_end_date,"System: The end date of the record, stripped of time",dateTime,Long Date,78cfaada-2b81-45ec-a731-14d261330b8b,_sys_filt_end_date
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,_sys_filt_start_date,"System: The start date of the record, stripped of time",dateTime,Long Date,5f6cf5e1-8216-4b80-820c-44ed9e378b3b,_sys_filt_start_date
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_addr_city,CRM: Account's city in the CRM,string,,aa5b7f90-17bd-4df0-b33b-7b8e45567b45,crm_addr_city
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_addr_country,CRM: Account's country in the CRM,string,,4d2c16ac-3344-4525-b71e-8147d7c83e66,crm_addr_country
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_addr_postal_code,CRM: Account's postal code in the CRM,string,,31d86a02-884f-479f-b149-3a18f8e4b202,crm_addr_postal_code
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_addr_state,CRM: Account's state in the CRM,string,,3fa83180-d3e5-4e23-b40b-4e371dce8015,crm_addr_state
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_addr_street,CRM: Account's street in the CRM,string,,fcc8a96b-9288-4d15-9990-0a510fb56cb3,crm_addr_street
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_complt,CRM: Account's completeness score based on the CRM data,double,,7034ef3d-5251-4da5-90a3-2887fdc79377,crm_complt
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_complt_contact,CRM: Account's contact information completeness score based on the CRM data,double,,10fffbe0-e267-4abf-b666-3df65b5dce7e,crm_complt_contact
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_complt_contact_method,CRM: Account's contact method completeness score based on the CRM data,double,,4af167fd-1d2d-483d-9b9f-09d074804656,crm_complt_contact_method
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_complt_geo,CRM: Account's location completeness score based on the CRM data,double,,536f61f0-02ce-410c-9063-24766504de98,crm_complt_geo
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_complt_marketing,CRM: Account's marketing completeness score based on the CRM data,double,,e5688b25-43ed-4b8c-acf3-ce99574adfb5,crm_complt_marketing
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_creator_id,CRM: Account creator's id in the CRM,string,,fa08edff-ebcf-4957-84ab-ee84cbbb1776,crm_creator_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_last_act_time,CRM: Account's last activity time in the CRM,dateTime,General Date,55a336e3-a772-43ac-a171-4c08eb54d351,crm_last_act_time
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_owner_id,CRM: Account owner's id in the CRM,string,,937e97eb-6d34-4b70-88f5-22233cf76769,crm_owner_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_account_dupe_conf,TrueAI: Account's duplication confidence,double,,12a123f4-9d09-4e0c-841b-7ecf8c27b5fa,trueai_account_dupe_conf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_account_dupe_id,TrueAI: Account's duplication id,string,,bd946f4d-b36e-408b-98eb-adad58c325cd,trueai_account_dupe_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_city,TrueAI: Account's city,string,,3d3c028b-26b3-4ed9-9bfe-1b96faa7b127,trueai_addr_city
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_country,TrueAI: Account's country,string,,e1cc3cad-6753-4f46-abd1-1fbfee659b22,trueai_addr_country
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_postal_code,TrueAI: Account's postal code,string,,a94a2d9f-6163-4260-918e-6fdce04afbf0,trueai_addr_postal_code
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_rule,TrueAI: Account's address prediction rule,int64,0,919b4799-144c-4791-8e56-4bbe678e0788,trueai_addr_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_state,TrueAI: Account's state,string,,1c0d1ab6-9aed-4688-937c-55f752573026,trueai_addr_state
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_street,TrueAI: Account's street,string,,de1402fd-9500-42cc-8981-4e6ed40221f7,trueai_addr_street
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_complt,TrueAI: Completeness score of the account based on the standardized data,double,,778cf85f-2d79-4f81-8097-b7e9ea89f079,trueai_complt
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_complt_contact,TrueAI: Contact information completeness score of the account based on the standardized data,double,,abdf9f2e-9311-43fa-90b5-2cc21a295ade,trueai_complt_contact
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_complt_contact_method,TrueAI: Contact method completeness score of the account based on the standardized data,double,,dd32a007-7658-4d03-b6db-975263ea37e1,trueai_complt_contact_method
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_complt_geo,TrueAI: Location completeness score of the account based on the standardized data,double,,d76921b7-a533-4125-bd6f-124ebd154bd4,trueai_complt_geo
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_complt_marketing,TrueAI: Marketing completeness score of the account based on the standardized data,double,,a6c8c8b0-c784-47af-a70f-e5d4b0b02635,trueai_complt_marketing
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_creator_id,TrueAI: Account creator's id,string,,d60f7a17-90ef-4c3c-bc36-ee9bd833460f,trueai_creator_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_dur,TrueAI: Total duration of activities performed on the account,int64,,b794f45b-272e-48db-93cd-90dc7462bf79,trueai_dur
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_industry_conf,TrueAI: Account's standardized industry prediction confidence,double,,17a45d1f-8fa3-4b98-87a6-f20bbe5e4222,trueai_industry_conf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_leadsource_conf,TrueAI: Account's standardized lead source prediction confidence,double,,f4673330-56b7-43d6-8345-4464137d164b,trueai_leadsource_conf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_owner_id,TrueAI: Account owner's id,string,,4ac06b46-5da3-4862-83fe-b28a34cf83a1,trueai_owner_id
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_title_seniority,TrueAI: Account's standardized seniority,string,,5ff901b5-7189-4b3b-9ec3-f7e23f1817ee,trueai_title_seniority
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_title_seniority_conf,TrueAI: Account's standardized seniority prediction confidence,double,,a7600a2b-42d4-47ec-8a9e-52a0a56d9d67,trueai_title_seniority_conf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_ssr_is_master,TrueAI: Boolean flag that indicates whether the account is the master account in its group of duplicates taking into account whether it has revenue,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",3fb0cee7-ec8f-4ab6-9474-cb7db7d1499a,trueai_ssr_is_master
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_custom_value_1,CRM: Custom categorical variable,string,,b7172cad-913b-423a-b9db-afe486ecf6a5,crm_custom_value_1
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_custom_value_2,CRM: Custom categorical variable,string,,e116bad9-fec7-41cf-a7c1-da10681ce5ae,crm_custom_value_2
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_custom_value_3,CRM: Custom categorical variable,string,,1205fc73-bcf0-4f0e-9182-04650cf0d993,crm_custom_value_3
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_lat,TrueAI: Account's latitude,double,,4878ad31-9003-4019-a79d-359cd04a650a,trueai_addr_lat
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_addr_long,TrueAI: Account's longitude,double,,30fea007-0c1c-4b8d-bbf5-a16fbeb53948,trueai_addr_long
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_qual_bucket_num,TrueAI: Quality bucket expressed as an integer from 1 to 5 based on the probability of conversion,int64,0,0db3a60c-f515-4eef-bb2d-5fcea5c84256,trueai_qual_bucket_num
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_type,TrueAI: Account's standardized type,string,,acd18fc6-c024-4150-9004-71f4c4339aaf,trueai_type
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_complt_custom,CRM: Account's custom completeness score based on the CRM data,double,,11a5e328-8cbe-4e4a-a410-ee65f8621494,crm_complt_custom
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,_sys_as_of,System: The date of the last data request from the platform,dateTime,General Date,32ab6203-69df-4a90-89c6-7d779c6f894e,_sys_as_of
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,_sys_last_modified_on,System: The date of the last data modification in the platform,dateTime,General Date,23e1350e-1531-4eba-91b7-d121d273ad38,_sys_last_modified_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_created_on,CRM: Account creation date in the CRM,dateTime,General Date,5fbdb43a-9652-483a-99fc-b4e74d0b6bfc,crm_created_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_modified_on,CRM: Account modified on date in the CRM,dateTime,General Date,8f566871-42da-44b3-a941-323270b5895b,crm_modified_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,crm_web_url,CRM: Account's URL in the CRM,string,,76bdc727-64be-4ecb-b393-02f08d39272c,crm_web_url
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_created_on,TrueAI: Account creation date,dateTime,General Date,ef39cf46-d094-418a-b2b4-95c1997726e9,trueai_created_on
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_prob_of_conversion,TrueAI: Account's probability of conversion,double,,2ee4d2dd-0568-48dc-8acb-802ca4a8785f,trueai_prob_of_conversion
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_is_erp,TrueAI: Boolean flag indicating whether the account is based on an ERP account entry,boolean,"""""""TRUE"""";""""TRUE"""";""""FALSE""""""",769e9f5b-1b1a-43d7-b854-494bfd1f3170,trueai_is_erp
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_test,TrueAI: Test model,string,,ce202b9c-4e53-419d-be28-3a5919f8060f,trueai_test
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_test_conf,TrueAI: Test model confidence,double,,1515c8c8-ac72-49d6-87cd-4b12f2b8f5a4,trueai_test_conf
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_test_rule,TrueAI: Test model rule,string,,61a77390-2c44-40f4-a890-ff84a5c947e5,trueai_test_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_test_debug,TrueAI: Test model debug information,string,,4bdd6e36-f170-4968-b35b-582cef262e25,trueai_test_debug
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_created_on_rule,TrueAI: Account creation date rule,string,,d7fce1fa-c335-4c42-8bef-5c539927f991,trueai_created_on_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_first_touch_rule,TrueAI: Rule for date when the account was first touched,string,,6bfb4896-a1cb-40b0-aedf-d764571dab50,trueai_first_touch_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_last_outcome_rule,TrueAI: Account's last outcome rule,string,,14b2c64a-d43f-4cc8-8487-c4f4dda64dcd,trueai_last_outcome_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_last_touch_rule,TrueAI: Rule for date when the account was last touched,string,,6dc0ae36-5943-4177-862d-0ff9016ae309,trueai_last_touch_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,trueai_owner_id_rule,TrueAI: Account owner's id,string,,927538b4-4f8c-4863-b7ea-b75bfc23db8d,trueai_owner_id_rule
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,cust_text1,cust_text1,string,,6230bf7f-b829-4052-8ad8-08059c9b5791,cust_text1
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,cust_text2,cust_text2,string,,beead0fe-425a-4209-823f-49b0df6ca78a,cust_text2
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,cust_text3,cust_text3,string,,12ffc0a8-1302-4cca-8de8-c76d11c7d4da,cust_text3
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,cust_text4,cust_text4,string,,92d25d47-b637-4328-92f3-6d70c78185a1,cust_text4
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\accounts.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,accounts,cust_text5,cust_text5,string,,11bafeab-913d-4c22-957d-5179017ea22a,cust_text5
