"report","tab","page_id","visual_id","uses_managers_direct","uses_managers_total","visual_path"
"Strategy Report.Report","Discount Analysis","a870a1bb0b6919938d14","1a03dc70ef11a125f571","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\a870a1bb0b6919938d14\visuals\1a03dc70ef11a125f571\visual.json"
"Strategy Report.Report","Discount Analysis","a870a1bb0b6919938d14","ee76c3d6bb28977553f5","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\a870a1bb0b6919938d14\visuals\ee76c3d6bb28977553f5\visual.json"
"Strategy Report.Report","Heatmap Hypothesis & KPI Detail","7ccdebfd672051e0799d","1dc32e1371c682c42dc5","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\7ccdebfd672051e0799d\visuals\1dc32e1371c682c42dc5\visual.json"
"Strategy Report.Report","Heatmap Hypothesis & KPI Detail","7ccdebfd672051e0799d","8d5105f1ba4aad1b0e1e","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\7ccdebfd672051e0799d\visuals\8d5105f1ba4aad1b0e1e\visual.json"
"Strategy Report.Report","Heatmap Overview","9613185c0b5d01cc2e8b","7349d6e7d81d9d773a26","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\9613185c0b5d01cc2e8b\visuals\7349d6e7d81d9d773a26\visual.json"
"Strategy Report.Report","Heatmap Overview","9613185c0b5d01cc2e8b","976c9d07965cc99b7395","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\9613185c0b5d01cc2e8b\visuals\976c9d07965cc99b7395\visual.json"
"Strategy Report.Report","Pipeline History","ReportSectionb821801c632ff50fa5f5","65ac02a3875c6db830f7","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectionb821801c632ff50fa5f5\visuals\65ac02a3875c6db830f7\visual.json"
"Strategy Report.Report","Pipeline History","ReportSectionb821801c632ff50fa5f5","f801e5bb9a94abe73c9b","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectionb821801c632ff50fa5f5\visuals\f801e5bb9a94abe73c9b\visual.json"
"Strategy Report.Report","Ramping Reps Performance","ReportSection03ed78b54ee00ab0ed5d","33576625669d55fc82e4","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection03ed78b54ee00ab0ed5d\visuals\33576625669d55fc82e4\visual.json"
"Strategy Report.Report","Ramping Reps Performance","ReportSection03ed78b54ee00ab0ed5d","509380d1cc272355c6c0","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection03ed78b54ee00ab0ed5d\visuals\509380d1cc272355c6c0\visual.json"
"Strategy Report.Report","Revenue Concentration","ReportSectiona1953eed9a96c05789af","21a14c48e8d4378faa78","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiona1953eed9a96c05789af\visuals\21a14c48e8d4378faa78\visual.json"
"Strategy Report.Report","Revenue Concentration","ReportSectiona1953eed9a96c05789af","58c8064dc8bab8fa8ab7","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiona1953eed9a96c05789af\visuals\58c8064dc8bab8fa8ab7\visual.json"
"Strategy Report.Report","Sales & Marketing Alignment","ReportSection2c203df1d6a969d001c9","055c90ffd2a097a01896","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection2c203df1d6a969d001c9\visuals\055c90ffd2a097a01896\visual.json"
"Strategy Report.Report","Sales & Marketing Alignment","ReportSection2c203df1d6a969d001c9","7abbb63d4812026970d4","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection2c203df1d6a969d001c9\visuals\7abbb63d4812026970d4\visual.json"
"Strategy Report.Report","Sales Development Rep User Role Performance","ReportSectionb411a324406434ef62d2","296c825691d8f64d0e6e","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectionb411a324406434ef62d2\visuals\296c825691d8f64d0e6e\visual.json"
"Strategy Report.Report","Sales Development Rep User Role Performance","ReportSectionb411a324406434ef62d2","cd0cbbbb41b0fdd6be3f","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectionb411a324406434ef62d2\visuals\cd0cbbbb41b0fdd6be3f\visual.json"
"Strategy Report.Report","Sales Process Steps","ReportSection8e195fc0bacff3bf81e8","b1ee6421b9b6c88a7049","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection8e195fc0bacff3bf81e8\visuals\b1ee6421b9b6c88a7049\visual.json"
"Strategy Report.Report","Sales Process Steps","ReportSection8e195fc0bacff3bf81e8","ed08fcb25a2dee15ce29","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection8e195fc0bacff3bf81e8\visuals\ed08fcb25a2dee15ce29\visual.json"
"Strategy Report.Report","Segmentation - Account Age, Existing Business","1313930abe3402a6e895","b0917a00b585e5a2c415","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\1313930abe3402a6e895\visuals\b0917a00b585e5a2c415\visual.json"
"Strategy Report.Report","Segmentation - Account Age, Existing Business","1313930abe3402a6e895","fcd402dbbe8294ad3d5d","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\1313930abe3402a6e895\visuals\fcd402dbbe8294ad3d5d\visual.json"
"Strategy Report.Report","Segmentation - Account Age, New Business","c9b61f7e0b169be683e4","9550acd9262c7b090208","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\c9b61f7e0b169be683e4\visuals\9550acd9262c7b090208\visual.json"
"Strategy Report.Report","Segmentation - Account Age, New Business","c9b61f7e0b169be683e4","b9a0220420ddc10b8d39","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\c9b61f7e0b169be683e4\visuals\b9a0220420ddc10b8d39\visual.json"
"Strategy Report.Report","Segmentation - Accounts (Custom Field), Existing Business","9a7761f3d0b5d13c31b4","6f0e29146eedb658eab9","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\9a7761f3d0b5d13c31b4\visuals\6f0e29146eedb658eab9\visual.json"
"Strategy Report.Report","Segmentation - Accounts (Custom Field), Existing Business","9a7761f3d0b5d13c31b4","e906114541be414a9043","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\9a7761f3d0b5d13c31b4\visuals\e906114541be414a9043\visual.json"
"Strategy Report.Report","Segmentation - Accounts (Custom Field), New Business","7d954e6a40dc7a55d370","1cc6a8edd65967139489","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\7d954e6a40dc7a55d370\visuals\1cc6a8edd65967139489\visual.json"
"Strategy Report.Report","Segmentation - Accounts (Custom Field), New Business","7d954e6a40dc7a55d370","4fc581db481e356dda26","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\7d954e6a40dc7a55d370\visuals\4fc581db481e356dda26\visual.json"
"Strategy Report.Report","Segmentation - Company Size,  Existing Business","d32b59d645711c6c6a4a","56306e0bac61569848c8","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\d32b59d645711c6c6a4a\visuals\56306e0bac61569848c8\visual.json"
"Strategy Report.Report","Segmentation - Company Size,  Existing Business","d32b59d645711c6c6a4a","766fc9702b48e143239e","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\d32b59d645711c6c6a4a\visuals\766fc9702b48e143239e\visual.json"
"Strategy Report.Report","Segmentation - Company Size, New Business","7b9270b0122a87081a97","1090f4f0080c6536dd15","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\7b9270b0122a87081a97\visuals\1090f4f0080c6536dd15\visual.json"
"Strategy Report.Report","Segmentation - Company Size, New Business","7b9270b0122a87081a97","14ef05af1a5ce1c0bd2c","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\7b9270b0122a87081a97\visuals\14ef05af1a5ce1c0bd2c\visual.json"
"Strategy Report.Report","Segmentation - Industry, Existing Business","b8914151d503db62b151","14e679d85d70e58a7e3a","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\b8914151d503db62b151\visuals\14e679d85d70e58a7e3a\visual.json"
"Strategy Report.Report","Segmentation - Industry, Existing Business","b8914151d503db62b151","b2b8bf6e7b12b05151ee","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\b8914151d503db62b151\visuals\b2b8bf6e7b12b05151ee\visual.json"
"Strategy Report.Report","Segmentation - Industry, New Business","bc74a4ff28fe9a0abc93","5ce9096fe8a6b972b8fc","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\bc74a4ff28fe9a0abc93\visuals\5ce9096fe8a6b972b8fc\visual.json"
"Strategy Report.Report","Segmentation - Industry, New Business","bc74a4ff28fe9a0abc93","b71400d2069942dc38e9","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\bc74a4ff28fe9a0abc93\visuals\b71400d2069942dc38e9\visual.json"
"Strategy Report.Report","Segmentation - Location, Existing Business","c9f4197fb1d9c484cecd","1642d24fa3bd0e89d503","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\c9f4197fb1d9c484cecd\visuals\1642d24fa3bd0e89d503\visual.json"
"Strategy Report.Report","Segmentation - Location, Existing Business","c9f4197fb1d9c484cecd","17b3f4d18581c060633e","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\c9f4197fb1d9c484cecd\visuals\17b3f4d18581c060633e\visual.json"
"Strategy Report.Report","Segmentation - Location, New Business","622a53233633480da0ae","e817191243540ddc41a6","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\622a53233633480da0ae\visuals\e817191243540ddc41a6\visual.json"
"Strategy Report.Report","Segmentation - Location, New Business","622a53233633480da0ae","f6c65b9263d894002ea0","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\622a53233633480da0ae\visuals\f6c65b9263d894002ea0\visual.json"
"Strategy Report.Report","Segmentation - Propensity,  Existing Business","1620767c4c0ce5527c53","861d83709121377ed018","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\1620767c4c0ce5527c53\visuals\861d83709121377ed018\visual.json"
"Strategy Report.Report","Segmentation - Propensity,  Existing Business","1620767c4c0ce5527c53","9d2145021c4c78562570","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\1620767c4c0ce5527c53\visuals\9d2145021c4c78562570\visual.json"
"Strategy Report.Report","Segmentation - Propensity, New Business","5fa311f808ee2894b08a","958cb29c036732c9b070","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\5fa311f808ee2894b08a\visuals\958cb29c036732c9b070\visual.json"
"Strategy Report.Report","Segmentation - Propensity, New Business","5fa311f808ee2894b08a","fb6343217e68038b432b","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\5fa311f808ee2894b08a\visuals\fb6343217e68038b432b\visual.json"
"Strategy Report.Report","Selected User Role(s) Performance","ReportSectiondba0f7d79d63b13c9bdc","0dfb2033171f518c17e0","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiondba0f7d79d63b13c9bdc\visuals\0dfb2033171f518c17e0\visual.json"
"Strategy Report.Report","Selected User Role(s) Performance","ReportSectiondba0f7d79d63b13c9bdc","fb0619cebca586eff66e","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiondba0f7d79d63b13c9bdc\visuals\fb0619cebca586eff66e\visual.json"
"Strategy Report.Report","Summary - Group Performance","ReportSection7d2b934ae82c9dbed878","510e3109549c85871ba3","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection7d2b934ae82c9dbed878\visuals\510e3109549c85871ba3\visual.json"
"Strategy Report.Report","Summary - Group Performance","ReportSection7d2b934ae82c9dbed878","5783c83243a7e4e9402b","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSection7d2b934ae82c9dbed878\visuals\5783c83243a7e4e9402b\visual.json"
"Strategy Report.Report","Summary - User Role Function Performance","ReportSectiondf5a7a5533d27e483bbb","32739f6501b123775071","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiondf5a7a5533d27e483bbb\visuals\32739f6501b123775071\visual.json"
"Strategy Report.Report","Summary - User Role Function Performance","ReportSectiondf5a7a5533d27e483bbb","b8b75838a513104d460f","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiondf5a7a5533d27e483bbb\visuals\b8b75838a513104d460f\visual.json"
"Strategy Report.Report","Summary - User Role Performance","ReportSectionfe1f4168c3550aa4051e","82b3d87d15a05872eefd","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectionfe1f4168c3550aa4051e\visuals\82b3d87d15a05872eefd\visual.json"
"Strategy Report.Report","Summary - User Role Performance","ReportSectionfe1f4168c3550aa4051e","c4ea74789bf6445e974d","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectionfe1f4168c3550aa4051e\visuals\c4ea74789bf6445e974d\visual.json"
"Strategy Report.Report","Team Organization","ReportSectiond61e59bd3602ba4a6207","7022cf5e8609d8cd10b8","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiond61e59bd3602ba4a6207\visuals\7022cf5e8609d8cd10b8\visual.json"
"Strategy Report.Report","Team Organization","ReportSectiond61e59bd3602ba4a6207","ee6ee81239eec55fec19","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Strategy Report.Report\definition\pages\ReportSectiond61e59bd3602ba4a6207\visuals\ee6ee81239eec55fec19\visual.json"
"Tactical Report.Report","Deal Loss Reason Analysis","b382d3f20753b36d2b0e","451534ba09393c41ed3a","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\b382d3f20753b36d2b0e\visuals\451534ba09393c41ed3a\visual.json"
"Tactical Report.Report","Deal Loss Reason Analysis","b382d3f20753b36d2b0e","832a7b7646abc0c5c3d8","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\b382d3f20753b36d2b0e\visuals\832a7b7646abc0c5c3d8\visual.json"
"Tactical Report.Report","Lead/Deal/Account Propensity Factors","126ef4df0d10b0774486","0a4e1ac6b519c104da98","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\126ef4df0d10b0774486\visuals\0a4e1ac6b519c104da98\visual.json"
"Tactical Report.Report","Lead/Deal/Account Propensity Factors","126ef4df0d10b0774486","801c9f27eaca1c79c9c5","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\126ef4df0d10b0774486\visuals\801c9f27eaca1c79c9c5\visual.json"
"Tactical Report.Report","Opportunity Stage Analysis","87bc788fa67e223bcfa8","2b4963c67024490659f4","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\87bc788fa67e223bcfa8\visuals\2b4963c67024490659f4\visual.json"
"Tactical Report.Report","Opportunity Stage Analysis","87bc788fa67e223bcfa8","87105c9ae3aefc0cb3b1","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\87bc788fa67e223bcfa8\visuals\87105c9ae3aefc0cb3b1\visual.json"
"Tactical Report.Report","Product Family Analysis","3a15cd700bb019e6a288","0c342792ba6a0e204076","False","True","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\3a15cd700bb019e6a288\visuals\0c342792ba6a0e204076\visual.json"
"Tactical Report.Report","Product Family Analysis","3a15cd700bb019e6a288","17a50e23b2a50e99e237","True","False","c:\Users\filip\OneDrive\Desktop\IntegrationHub\powerbi\src\Tactical Report.Report\definition\pages\3a15cd700bb019e6a288\visuals\17a50e23b2a50e99e237\visual.json"
