"[Model]","[Score Name]","[Boost Expo]","[Raw Factor]","[Direct Score]","[Wrapped Score]","[Factor1 Helper]"
"Utility","Discovery Skill","0.7","0.748843029037946","0.748843029037946","81.6720682849785","0.748843029037946"
"ADE","Discovery Skill","0.7","0.748843028962963","74.8843028962963","74.8843028962963","0.748843028962963"
