"Model","ScoreName","BoostExpo","AdjFactor1","AdjMeasure","AIScore","ReadinessAIScore","Factor1Helper","ScoreMeasureName"
"Utility","Adjusted Duration","0.9","0.90988013475045","0.90988013475045","91.8513967685709","","0.91","meas.ai_scores_adj_duration"
"ADE","Adjusted Duration","0.9","0.909880134750466","90.9880134750466","90.9880134750466","90.9880134750466","0.91","meas.ai_scores_adj_duration"
