"measure","inbound_measure_refs","dependent_measures","report_refs","visual_refs"
"meas.users_weekly_post_sales_avg_dur_hr_mtd_sply","0","","0","0"
"meas.users_weekly_post_sales_avg_dur_hr_qtd","0","","0","0"
"meas.users_weekly_post_sales_avg_dur_hr_qtd_sply","0","","0","0"
"meas.users_weekly_post_sales_avg_dur_hr_ytd","0","","0","0"
"meas.users_weekly_post_sales_avg_dur_hr_ytd_sply","0","","0","0"
"meas.users_weekly_prospecting_avg_dur_hr_mtd","0","","0","0"
"meas.users_weekly_prospecting_avg_dur_hr_mtd_sply","0","","0","0"
"meas.users_weekly_prospecting_avg_dur_hr_qtd","0","","0","0"
"meas.users_weekly_prospecting_avg_dur_hr_qtd_sply","0","","0","0"
"meas.users_weekly_prospecting_avg_dur_hr_ytd","0","","0","0"
"meas.users_weekly_prospecting_avg_dur_hr_ytd_sply","0","","0","0"
"meas.ytd_sales","0","","0","0"
"OLD.meas.ssr_history_duration_hrs_per_step","0","","0","0"
